Image Name,image2.jpg
Quantity,Price
404,1000
818,1000
239,1000
368,6000
386,1000
286,1000
268,1000
548,6000
625,300

Image Name,image1.jpg
Quantity,Price
404,1000
818,1000
239,1000
368,6000
386,1000
286,1000
268,1000
548,6000
625,300

